query,response
How many servings does BC Cherry Jam yield?,BC Cherry Jam yields 40 servings. This is great for group serving meal.
What are the steps to prepare BC Cherry Jam?,"To prepare BC Cherry Jam, follow these steps: 
Place cherries, apple juice, lemon juice, and pectin into a large saucepan over medium heat; bring to a boil, and mix in the sugar
 Cook the jam at a rolling boil for 2 minutes, stirring constantly
 Remove from heat and skim off any foam

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the cherry jam into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil over high heat, then carefully lower the jars into the pot using a holder
 Leave a 2 inch space between the jars
 Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars
 Bring the water to a full boil, cover the pot, and process for 15 minutes, or the time as recommended by your county Extension agent

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
How do I make BC Cherry Jam?,"To prepare BC Cherry Jam, follow these steps: 
Place cherries, apple juice, lemon juice, and pectin into a large saucepan over medium heat; bring to a boil, and mix in the sugar
 Cook the jam at a rolling boil for 2 minutes, stirring constantly
 Remove from heat and skim off any foam

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the cherry jam into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil over high heat, then carefully lower the jars into the pot using a holder
 Leave a 2 inch space between the jars
 Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars
 Bring the water to a full boil, cover the pot, and process for 15 minutes, or the time as recommended by your county Extension agent

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
How many servings does BC Cherry Jam yield?,BC Cherry Jam yields 40 servings. This is great for group serving meal.
Can you give me the full recipe for BC Cherry Jam?,"Here is the full recipe for BC Cherry Jam:
Ingredients: 3 cups pitted, chopped fresh cherries, ½ cup unsweetened apple juice, 2 teaspoons lemon juice, 2 (2 ounce) packages powdered fruit pectin, 3 cups white sugar, 4  half pint canning jars with lids and rings
Servings: 40
Prep time: 30 mins
Cook time: 20 mins
Directions: Place cherries, apple juice, lemon juice, and pectin into a large saucepan over medium heat; bring to a boil, and mix in the sugar. Cook the jam at a rolling boil for 2 minutes, stirring constantly. Remove from heat and skim off any foam.
Sterilize the jars and lids in boiling water for at least 5 minutes. Pack the cherry jam into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil over high heat, then carefully lower the jars into the pot using a holder. Leave a 2 inch space between the jars. Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. Bring the water to a full boil, cover the pot, and process for 15 minutes, or the time as recommended by your county Extension agent.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area.
Nutrition: Total Fat 0g 0%,
 Sodium 0mg 0%,
 Total Carbohydrate 17g 6%,
 Dietary Fiber 0g 1%,
 Total Sugars 17g,
 Protein 0g,
 Vitamin C 1mg 5%,
 Calcium 2mg 0%,
 Iron 0mg 1%,
 Potassium 29mg 1%"
Can you give me the full recipe for Cherry Chicken Salad?,"Here is the full recipe for Cherry Chicken Salad:
Ingredients: 3  cooked, boneless chicken breast halves, diced, ⅓ cup  dried cherries, ⅓ cup diced celery, ⅓ cup toasted, chopped pecans, ⅓ cup low-fat mayonnaise, 1 tablespoon buttermilk, ½ teaspoon salt, ½ teaspoon ground black pepper, ⅓ cup cubed apples (Optional)
Servings: 4
Prep time: 15 mins
Cook time: nan
Directions: In a large bowl, combine the chicken, dried cherries, celery, nuts, mayonnaise, milk, salt and pepper and apple if desired. Toss together well and refrigerate until chilled. Serve on toasted cracked wheat bread or croissants.
Nutrition: Total Fat 13g 16%,
 Saturated Fat 2g 12%,
 Cholesterol 62mg 21%,
 Sodium 356mg 15%,
 Total Carbohydrate 12g 4%,
 Dietary Fiber 2g 8%,
 Total Sugars 8g,
 Protein 24g,
 Vitamin C 1mg 5%,
 Calcium 34mg 3%,
 Iron 1mg 7%,
 Potassium 230mg 5%"
What are the steps to prepare Cherry Chicken Salad?,"To prepare Cherry Chicken Salad, follow these steps: 
In a large bowl, combine the chicken, dried cherries, celery, nuts, mayonnaise, milk, salt and pepper and apple if desired
 Toss together well and refrigerate until chilled
 Serve on toasted cracked wheat bread or croissants
"
Can you break down the steps to cook Cherry Chicken Salad?,"To prepare Cherry Chicken Salad, follow these steps: 
In a large bowl, combine the chicken, dried cherries, celery, nuts, mayonnaise, milk, salt and pepper and apple if desired
 Toss together well and refrigerate until chilled
 Serve on toasted cracked wheat bread or croissants
"
What ingredients do I need to make Cherry Chicken Salad?,"To prepare Cherry Chicken Salad, follow these steps: 
In a large bowl, combine the chicken, dried cherries, celery, nuts, mayonnaise, milk, salt and pepper and apple if desired
 Toss together well and refrigerate until chilled
 Serve on toasted cracked wheat bread or croissants
"
What are the steps to prepare Clafoutis aux Cerises (Classic Clafouti)?,"To prepare Clafoutis aux Cerises (Classic Clafouti), follow these steps: 
Combine milk and vanilla bean in a pot and steep for at least 1 hour

Preheat oven to 350 degrees F (175 degrees C)
 Grease an 8-inch baking dish with butter
 Spread out cherries in the bottom of the prepared baking dish

Combine 1/2 cup flour, 1/2 cup sugar and salt in a bowl
 Add eggs one at a time; beat with an electric mixer after each addition until smooth and creamy

Remove vanilla bean from milk and discard
 Add milk to egg mixture
 Pour in heavy cream; mix until smooth
 Pour mixture evenly over cherries

Bake in the preheated oven until top of clafoutis is golden, 45 to 50 minutes
 Remove from the oven and sprinkle 2 tablespoons sugar on top
 Let cool slightly before serving so that the clafoutis is set
 Serve warm or at room temperature
"
Can you break down the steps to cook Clafoutis aux Cerises (Classic Clafouti)?,"To prepare Clafoutis aux Cerises (Classic Clafouti), follow these steps: 
Combine milk and vanilla bean in a pot and steep for at least 1 hour

Preheat oven to 350 degrees F (175 degrees C)
 Grease an 8-inch baking dish with butter
 Spread out cherries in the bottom of the prepared baking dish

Combine 1/2 cup flour, 1/2 cup sugar and salt in a bowl
 Add eggs one at a time; beat with an electric mixer after each addition until smooth and creamy

Remove vanilla bean from milk and discard
 Add milk to egg mixture
 Pour in heavy cream; mix until smooth
 Pour mixture evenly over cherries

Bake in the preheated oven until top of clafoutis is golden, 45 to 50 minutes
 Remove from the oven and sprinkle 2 tablespoons sugar on top
 Let cool slightly before serving so that the clafoutis is set
 Serve warm or at room temperature
"
What are the steps to prepare Clafoutis aux Cerises (Classic Clafouti)?,"To prepare Clafoutis aux Cerises (Classic Clafouti), follow these steps: 
Combine milk and vanilla bean in a pot and steep for at least 1 hour

Preheat oven to 350 degrees F (175 degrees C)
 Grease an 8-inch baking dish with butter
 Spread out cherries in the bottom of the prepared baking dish

Combine 1/2 cup flour, 1/2 cup sugar and salt in a bowl
 Add eggs one at a time; beat with an electric mixer after each addition until smooth and creamy

Remove vanilla bean from milk and discard
 Add milk to egg mixture
 Pour in heavy cream; mix until smooth
 Pour mixture evenly over cherries

Bake in the preheated oven until top of clafoutis is golden, 45 to 50 minutes
 Remove from the oven and sprinkle 2 tablespoons sugar on top
 Let cool slightly before serving so that the clafoutis is set
 Serve warm or at room temperature
"
What ingredients do I need to make Clafoutis aux Cerises (Classic Clafouti)?,"To prepare Clafoutis aux Cerises (Classic Clafouti), follow these steps: 
Combine milk and vanilla bean in a pot and steep for at least 1 hour

Preheat oven to 350 degrees F (175 degrees C)
 Grease an 8-inch baking dish with butter
 Spread out cherries in the bottom of the prepared baking dish

Combine 1/2 cup flour, 1/2 cup sugar and salt in a bowl
 Add eggs one at a time; beat with an electric mixer after each addition until smooth and creamy

Remove vanilla bean from milk and discard
 Add milk to egg mixture
 Pour in heavy cream; mix until smooth
 Pour mixture evenly over cherries

Bake in the preheated oven until top of clafoutis is golden, 45 to 50 minutes
 Remove from the oven and sprinkle 2 tablespoons sugar on top
 Let cool slightly before serving so that the clafoutis is set
 Serve warm or at room temperature
"
What are the steps to prepare Clafoutis aux Cerises (Classic Clafouti)?,"To prepare Clafoutis aux Cerises (Classic Clafouti), follow these steps: 
Combine milk and vanilla bean in a pot and steep for at least 1 hour

Preheat oven to 350 degrees F (175 degrees C)
 Grease an 8-inch baking dish with butter
 Spread out cherries in the bottom of the prepared baking dish

Combine 1/2 cup flour, 1/2 cup sugar and salt in a bowl
 Add eggs one at a time; beat with an electric mixer after each addition until smooth and creamy

Remove vanilla bean from milk and discard
 Add milk to egg mixture
 Pour in heavy cream; mix until smooth
 Pour mixture evenly over cherries

Bake in the preheated oven until top of clafoutis is golden, 45 to 50 minutes
 Remove from the oven and sprinkle 2 tablespoons sugar on top
 Let cool slightly before serving so that the clafoutis is set
 Serve warm or at room temperature
"
How many servings does Sweet Polish Cherry Cake yield?,Sweet Polish Cherry Cake yields 12 servings. This is great for group serving meal.
Can you give me the full recipe for Sweet Polish Cherry Cake?,"Here is the full recipe for Sweet Polish Cherry Cake:
Ingredients: 1 cup white sugar, 2 ½ cups all-purpose flour, 1 tablespoon baking powder, 1 teaspoon baking soda, 1 tablespoon butter, 2 cups pitted sweet cherries, 1 tablespoon white sugar, ½ cup olive oil, 4  eggs, 1 (6 ounce) container plain yogurt, 1 tablespoon olive oil
Servings: 12
Prep time: 15 mins
Cook time: 50 mins
Directions: Preheat oven to 350 degrees F (175 degrees C). In a mixing bowl, whisk 1 cup sugar, flour, baking powder, and baking soda together until evenly combined.
Melt butter in a skillet over medium heat. Cook and stir the pitted cherries in the butter until they are tender, sprinkling them with 1 tablespoon of sugar, 8 to 10 minutes. Set aside.
Form a well in the center of the dry ingredients, and pour in 1/2 cup olive oil, eggs, and yogurt; use your fingers to lightly stir the liquid ingredients into the flour mixture to make a soft dough. Scrape the batter into a 9x12-inch baking dish. Drizzle the batter with 1 tablespoon of olive oil, and top with the cherries.
Bake in the preheated oven until the cake is set and golden on top, about 40 minutes. A toothpick inserted into the center of the cake should come out clean.
Nutrition: Total Fat 14g 17%,
 Saturated Fat 3g 14%,
 Cholesterol 65mg 22%,
 Sodium 229mg 10%,
 Total Carbohydrate 43g 16%,
 Dietary Fiber 1g 5%,
 Total Sugars 22g,
 Protein 6g,
 Vitamin C 2mg 9%,
 Calcium 89mg 7%,
 Iron 2mg 9%,
 Potassium 138mg 3%"
What ingredients do I need to make Cherry Ham Glaze?,"To prepare Cherry Ham Glaze, follow these steps: 
Stir together water, vinegar, corn syrup, preserves, cinnamon, cloves, and nutmeg in a saucepan over medium-high heat
 Bring to a boil, then reduce heat to low and simmer for 2 minutes

Brush 1/4 to 1/3 cup of this glaze over your ham about 30 minutes before it is finished baking
 Stir any ham drippings into the remaining glaze and serve alongside the sliced ham
"
What ingredients do I need to make Cherry Ham Glaze?,"To prepare Cherry Ham Glaze, follow these steps: 
Stir together water, vinegar, corn syrup, preserves, cinnamon, cloves, and nutmeg in a saucepan over medium-high heat
 Bring to a boil, then reduce heat to low and simmer for 2 minutes

Brush 1/4 to 1/3 cup of this glaze over your ham about 30 minutes before it is finished baking
 Stir any ham drippings into the remaining glaze and serve alongside the sliced ham
"
What are the steps to prepare Cherry Ham Glaze?,"To prepare Cherry Ham Glaze, follow these steps: 
Stir together water, vinegar, corn syrup, preserves, cinnamon, cloves, and nutmeg in a saucepan over medium-high heat
 Bring to a boil, then reduce heat to low and simmer for 2 minutes

Brush 1/4 to 1/3 cup of this glaze over your ham about 30 minutes before it is finished baking
 Stir any ham drippings into the remaining glaze and serve alongside the sliced ham
"
What ingredients do I need to make Cherry Ham Glaze?,"To prepare Cherry Ham Glaze, follow these steps: 
Stir together water, vinegar, corn syrup, preserves, cinnamon, cloves, and nutmeg in a saucepan over medium-high heat
 Bring to a boil, then reduce heat to low and simmer for 2 minutes

Brush 1/4 to 1/3 cup of this glaze over your ham about 30 minutes before it is finished baking
 Stir any ham drippings into the remaining glaze and serve alongside the sliced ham
"
What is the nutrition information for Fruity Sweet and Sour Sauce?,"Here is the nutrition information for Fruity Sweet and Sour Sauce: Sodium 0mg 0%,
 Total Carbohydrate 11g 4%,
 Total Sugars 7g,
 Vitamin C 1mg 4%,
 Calcium 3mg 0%,
 Iron 0mg 1%,
 Potassium 22mg 0%"
How long does it take to prepare Fruity Sweet and Sour Sauce?,Fruity Sweet and Sour Sauce usually takes 1 mins minutes to prepare and 9 mins minutes to cook.
How long does it take to prepare Fruity Sweet and Sour Sauce?,Fruity Sweet and Sour Sauce usually takes 1 mins minutes to prepare and 9 mins minutes to cook.
Can you give me the full recipe for Fruity Sweet and Sour Sauce?,"Here is the full recipe for Fruity Sweet and Sour Sauce:
Ingredients: ½ cup white sugar, or to taste, ½ cup white vinegar, or more to taste, ½ cup maraschino cherry juice, ½ cup pineapple juice, 1 ½ tablespoons cornstarch, ¼ cup cold water
Servings: 16
Prep time: 1 mins
Cook time: 9 mins
Directions: Mix the sugar, vinegar, maraschino cherry juice, and pineapple juice in a saucepan over medium-low heat, stirring to dissolve the sugar.
Place the cornstarch in a small bowl, and stir the water into it to make a smooth paste. Stir the cornstarch paste into the juice mixture, and bring to a simmer. Stir constantly until the mixture thickens, about 1 minute.
Nutrition: Sodium 0mg 0%,
 Total Carbohydrate 11g 4%,
 Total Sugars 7g,
 Vitamin C 1mg 4%,
 Calcium 3mg 0%,
 Iron 0mg 1%,
 Potassium 22mg 0%"
What is the prep and cook time for Fruity Sweet and Sour Sauce?,Fruity Sweet and Sour Sauce usually takes 1 mins minutes to prepare and 9 mins minutes to cook.
Can you give me the full recipe for Preserved Cherries?,"Here is the full recipe for Preserved Cherries:
Ingredients: 2 pounds fresh cherries, stems removed, 4 cups water, ¾ cup white sugar
Servings: 16
Prep time: nan
Cook time: nan
Directions: Inspect 8 half-pint jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water for 10 minutes to sterilize. Wash new, unused lids and rings in warm soapy water.
Fill sterilized jars with cherries up to the ""neck"" of the jar.
Pour water into a large pan and bring to a boil. Add sugar and keep boiling until sugar dissolves. Pour hot simple syrup over cherries into the jars up to 1/8-inch from the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any spills. Top with lids and tightly screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 20 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart. Let rest for 24 hours without moving the jars. Gently press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.
Nutrition: Total Fat 1g 1%,
 Saturated Fat 0g 1%,
 Sodium 2mg 0%,
 Total Carbohydrate 19g 7%,
 Dietary Fiber 1g 5%,
 Total Sugars 18g,
 Protein 1g,
 Vitamin C 4mg 20%,
 Calcium 10mg 1%,
 Iron 0mg 1%,
 Potassium 128mg 3%"
What ingredients do I need to make Preserved Cherries?,"To prepare Preserved Cherries, follow these steps: 
Inspect 8 half-pint jars for cracks and rings for rust, discarding any defective ones
 Immerse in simmering water for 10 minutes to sterilize
 Wash new, unused lids and rings in warm soapy water

Fill sterilized jars with cherries up to the ""neck"" of the jar

Pour water into a large pan and bring to a boil
 Add sugar and keep boiling until sugar dissolves
 Pour hot simple syrup over cherries into the jars up to 1/8-inch from the top
 Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles
 Wipe rims with a moist paper towel to remove any spills
 Top with lids and tightly screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil and lower jars 2 inches apart into the boiling water using a holder
 Pour in more boiling water to cover jars by at least 1 inch
 Bring to a rolling boil, cover, and process for 20 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart
 Let rest for 24 hours without moving the jars
 Gently press the center of each lid with a finger to ensure the lid does not move up or down
 Remove the rings for storage and store in a cool, dark area
"
Can you break down the steps to cook Cherry Chicken?,"To prepare Cherry Chicken, follow these steps: 
Heat oil in a large skillet over medium-high heat
 Season chicken with salt and pepper, then coat with flour
 Fry in hot oil until browned, turning as needed
 Reduce heat to medium, cover, and cook until meat is tender and juices run clear, about 25 minutes

Remove chicken from the skillet; pour off all but 1/4 cup drippings
 Return the skillet to medium heat and stir in cherries, reserving some cherry liquid for later
 Stir in sugar and bring to a boil
 Dissolve cornstarch in reserved cherry liquid, then stir into the skillet
 Cook, stirring gently, until thickened

Add orange slices and almonds to the skillet, then return chicken pieces to the skillet
 Spoon sauce over chicken to coat; simmer over low heat for 5 to 10 minutes before serving
"
How many servings does Cherry Chicken yield?,Cherry Chicken yields 4 servings. This is great for group serving meal.
What is the prep and cook time for Cherry Chicken?,Cherry Chicken usually takes 15 mins minutes to prepare and 30 mins minutes to cook.
How do I make Fig Preserves?,"To prepare Fig Preserves, follow these steps: 
In a large mixing bowl place figs and sprinkle with baking soda
 Pour the boiling water over the figs and soak for 1 hour

Drain figs and rinse thoroughly with cold water
 In a large Dutch oven combine the sugar and the 4 cups of water; bring to a boil and cook for 10 minutes

Add the figs and lemon slices to the syrup in the Dutch oven and cook for 1 hour, stirring occasionally

Spoon figs into hot, sterilized jars and spoon syrup over figs, leaving 1/2 inch of head space
 Top jars with lids and screw bands on tightly
 Process for 10 minutes in a hot water bath
"
Can you give me the full recipe for Fig Preserves?,"Here is the full recipe for Fig Preserves:
Ingredients: 16 cups fresh figs, 1 tablespoon baking soda, 12 cups boiling water, 8 cups white sugar, 4 cups water, 1  lemon, sliced
Servings: 64
Prep time: 10 mins
Cook time: 1 hrs 20 mins
Directions: In a large mixing bowl place figs and sprinkle with baking soda. Pour the boiling water over the figs and soak for 1 hour.
Drain figs and rinse thoroughly with cold water. In a large Dutch oven combine the sugar and the 4 cups of water; bring to a boil and cook for 10 minutes.
Add the figs and lemon slices to the syrup in the Dutch oven and cook for 1 hour, stirring occasionally.
Spoon figs into hot, sterilized jars and spoon syrup over figs, leaving 1/2 inch of head space. Top jars with lids and screw bands on tightly. Process for 10 minutes in a hot water bath.
Nutrition: Total Fat 0g 0%,
 Sodium 59mg 3%,
 Total Carbohydrate 37g 13%,
 Dietary Fiber 2g 6%,
 Total Sugars 35g,
 Protein 1g,
 Vitamin C 3mg 16%,
 Calcium 32mg 2%,
 Iron 0mg 2%,
 Potassium 125mg 3%"
What ingredients do I need to make Fig Preserves?,"To prepare Fig Preserves, follow these steps: 
In a large mixing bowl place figs and sprinkle with baking soda
 Pour the boiling water over the figs and soak for 1 hour

Drain figs and rinse thoroughly with cold water
 In a large Dutch oven combine the sugar and the 4 cups of water; bring to a boil and cook for 10 minutes

Add the figs and lemon slices to the syrup in the Dutch oven and cook for 1 hour, stirring occasionally

Spoon figs into hot, sterilized jars and spoon syrup over figs, leaving 1/2 inch of head space
 Top jars with lids and screw bands on tightly
 Process for 10 minutes in a hot water bath
"
Can you give me the full recipe for Elegant Fig Appetizers with Goat Cheese and Almonds?,"Here is the full recipe for Elegant Fig Appetizers with Goat Cheese and Almonds:
Ingredients: 12  fresh figs, halved, 4 ounces herbed goat cheese (chevre), 24  almonds, 1 tablespoon honey, 2 teaspoons balsamic vinegar
Servings: 12
Prep time: 15 mins
Cook time: 3 mins
Directions: Preheat the oven broiler for high heat.
Place the fig halves, cut side up, on a baking sheet. Top each half with about 1/2 teaspoon goat cheese. Place one almond on each, press to push the cheese slightly into each fig.
Broil the figs in the preheated oven until the cheese is soft and the almonds are turning a rich shade of brown, 2 to 3 minutes. Remove from the broiler and let cool for 5 minutes. Arrange the figs on a serving platter and drizzle with honey and balsamic vinegar. Serve warm.
Nutrition: Total Fat 4g 5%,
 Saturated Fat 2g 11%,
 Cholesterol 8mg 3%,
 Sodium 50mg 2%,
 Total Carbohydrate 12g 4%,
 Dietary Fiber 2g 6%,
 Total Sugars 10g,
 Protein 3g,
 Vitamin C 1mg 5%,
 Calcium 52mg 4%,
 Iron 1mg 3%,
 Potassium 150mg 3%"
Can you break down the steps to cook Elegant Fig Appetizers with Goat Cheese and Almonds?,"To prepare Elegant Fig Appetizers with Goat Cheese and Almonds, follow these steps: 
Preheat the oven broiler for high heat

Place the fig halves, cut side up, on a baking sheet
 Top each half with about 1/2 teaspoon goat cheese
 Place one almond on each, press to push the cheese slightly into each fig

Broil the figs in the preheated oven until the cheese is soft and the almonds are turning a rich shade of brown, 2 to 3 minutes
 Remove from the broiler and let cool for 5 minutes
 Arrange the figs on a serving platter and drizzle with honey and balsamic vinegar
 Serve warm
"
How long does it take to prepare Elegant Fig Appetizers with Goat Cheese and Almonds?,Elegant Fig Appetizers with Goat Cheese and Almonds usually takes 15 mins minutes to prepare and 3 mins minutes to cook.
How many servings does Fig and Arugula Salad yield?,Fig and Arugula Salad yields 4 servings. This is great for group serving meal.
What is the nutrition information for Fig and Arugula Salad?,"Here is the nutrition information for Fig and Arugula Salad: Total Fat 4g 5%,
 Saturated Fat 1g 7%,
 Cholesterol 4mg 1%,
 Sodium 85mg 4%,
 Total Carbohydrate 31g 11%,
 Dietary Fiber 3g 12%,
 Total Sugars 27g,
 Protein 4g,
 Vitamin C 5mg 26%,
 Calcium 127mg 10%,
 Iron 1mg 7%,
 Potassium 349mg 7%"
What is the nutrition information for Fig and Arugula Salad?,"Here is the nutrition information for Fig and Arugula Salad: Total Fat 4g 5%,
 Saturated Fat 1g 7%,
 Cholesterol 4mg 1%,
 Sodium 85mg 4%,
 Total Carbohydrate 31g 11%,
 Dietary Fiber 3g 12%,
 Total Sugars 27g,
 Protein 4g,
 Vitamin C 5mg 26%,
 Calcium 127mg 10%,
 Iron 1mg 7%,
 Potassium 349mg 7%"
Can you give me the full recipe for Fig and Arugula Salad?,"Here is the full recipe for Fig and Arugula Salad:
Ingredients: 4 cups arugula, 8  fresh figs, quartered, ¼ cup grated Parmesan cheese, 2 tablespoons toasted pine nuts, 2 tablespoons honey, 2 tablespoons balsamic vinegar
Servings: 4
Prep time: 15 mins
Cook time: nan
Directions: Toss arugula, figs, Parmesan cheese, and pine nuts together in a large bowl.
Drizzle honey and balsamic vinegar over salad before serving.
Nutrition: Total Fat 4g 5%,
 Saturated Fat 1g 7%,
 Cholesterol 4mg 1%,
 Sodium 85mg 4%,
 Total Carbohydrate 31g 11%,
 Dietary Fiber 3g 12%,
 Total Sugars 27g,
 Protein 4g,
 Vitamin C 5mg 26%,
 Calcium 127mg 10%,
 Iron 1mg 7%,
 Potassium 349mg 7%"
Can you break down the steps to cook Fig Smoothie?,"To prepare Fig Smoothie, follow these steps: 
Place the bananas, figs, milk, and orange juice into a blender
 Cover, and puree until smooth
 Pour into glasses to serve
"
Can you break down the steps to cook Fig Smoothie?,"To prepare Fig Smoothie, follow these steps: 
Place the bananas, figs, milk, and orange juice into a blender
 Cover, and puree until smooth
 Pour into glasses to serve
"
What is the nutrition information for Fig Smoothie?,"Here is the nutrition information for Fig Smoothie: Total Fat 3g 4%,
 Saturated Fat 1g 7%,
 Cholesterol 7mg 2%,
 Sodium 42mg 2%,
 Total Carbohydrate 78g 28%,
 Dietary Fiber 9g 31%,
 Total Sugars 58g,
 Protein 6g,
 Vitamin C 61mg 304%,
 Calcium 190mg 15%,
 Iron 1mg 7%,
 Potassium 1191mg 25%"
How many servings does Strawberry Fig Preserve yield?,Strawberry Fig Preserve yields 48 servings. This is great for group serving meal.
What is the nutrition information for Strawberry Fig Preserve?,"Here is the nutrition information for Strawberry Fig Preserve: Sodium 14mg 1%,
 Total Carbohydrate 18g 6%,
 Dietary Fiber 0g 1%,
 Total Sugars 17g,
 Protein 0g,
 Vitamin C 0mg 1%,
 Calcium 4mg 0%,
 Potassium 24mg 1%"
What is the nutrition information for Strawberry Fig Preserve?,"Here is the nutrition information for Strawberry Fig Preserve: Sodium 14mg 1%,
 Total Carbohydrate 18g 6%,
 Dietary Fiber 0g 1%,
 Total Sugars 17g,
 Protein 0g,
 Vitamin C 0mg 1%,
 Calcium 4mg 0%,
 Potassium 24mg 1%"
How do I make Strawberry Fig Preserve?,"To prepare Strawberry Fig Preserve, follow these steps: 
Heat figs, sugar, and strawberry gelatin together in a saucepan over medium-high heat; bring to a rolling boil
 Cook fig mixture, stirring frequently, for 4 minutes; remove from heat

Sterilize jars and lids in boiling water for at least 5 minutes
 Pour hot fig mixture into hot, sterilized jars, filling to within 1/2 inch of the top
 Run a knife or thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil and lower jars into the boiling water using a holder
 Leave a 2-inch space between the jars
 Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars
 Bring the water to a rolling boil, cover the pot, and process for 15 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
Can you give me the full recipe for Strawberry Fig Preserve?,"Here is the full recipe for Strawberry Fig Preserve:
Ingredients: 3 cups mashed fresh ripe figs, 3 cups white sugar, 2 (3 ounce) packages strawberry flavored gelatin (such as Jell-O®), 6  half pint canning jars with lids and rings
Servings: 48
Prep time: 10 mins
Cook time: 5 mins
Directions: Heat figs, sugar, and strawberry gelatin together in a saucepan over medium-high heat; bring to a rolling boil. Cook fig mixture, stirring frequently, for 4 minutes; remove from heat.
Sterilize jars and lids in boiling water for at least 5 minutes. Pour hot fig mixture into hot, sterilized jars, filling to within 1/2 inch of the top. Run a knife or thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process for 15 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area.
Nutrition: Sodium 14mg 1%,
 Total Carbohydrate 18g 6%,
 Dietary Fiber 0g 1%,
 Total Sugars 17g,
 Protein 0g,
 Vitamin C 0mg 1%,
 Calcium 4mg 0%,
 Potassium 24mg 1%"
How do I make Fig and Onion Spread?,"To prepare Fig and Onion Spread, follow these steps: 
Heat olive oil in a saucepan over medium heat; stir onion in the hot oil
 Reduce heat to medium-low, cover saucepan, and cook, stirring occasionally, until onion is softened and caramel-colored, 20 to 25 minutes

Stir figs into onion; cook and stir until figs begin to lose their shape and have softened into onion, 10 to 15 minutes
 Pour balsamic vinegar into fig-onion mixture; cook until all the liquid has evaporated, 5 to 10 minutes
 Stir sugar, 1 tablespoon at a time, into fig-onion mixture until desired sweetness is reached
 Serve warm or chilled
"
